RANK,TITLE,BRAND NAME,DISCOUNT PRICE,TRUE PRICE,DISCOUNT PERCENTAGE,RATING,DETAILS,RATING COUNT,REVIEW COUNT,URL
441,HP Pavilion Intel Core i5 13th Gen 1335U - (16 GB/1 TB SSD/Windows 11 Home) 15-eg3018TU Thin and Light...,Hp,72490,87095,16,4.3,"Intel Core i5 Processor (13th Gen)
16 GB DDR4 RAM
Windows 11 Operating System
1 TB SSD
39.62 cm (15.6 Inch) Display
1 Year Onsite Warranty",294,21,https://www.flipkart.com/hp-pavilion-intel-core-i5-13th-gen-1335u-16-gb-1-tb-ssd-windows-11-home-15-eg3018tu-thin-light-laptop/p/itma2cd39eea5796
442,MSI Bravo 15 AMD Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon ...,Msi,49990,67990,26,4.1,"AMD Ryzen 5 Hexa Core Processor
8 GB DDR5 RAM
Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 inch) Display
1 Year Carry-in Warranty",74,15,https://www.flipkart.com/msi-bravo-15-amd-ryzen-5-hexa-core-7535hs-8-gb-512-gb-ssd-windows-11-home-4-graphics-amd-radeon-rx6550m-144-hz-b7ed-012in-gaming-laptop/p/itmc0df4058dba89
443,HP Pavilion Aero (2023) AMD Ryzen 5 Hexa Core 7535U - (16 GB/512 GB SSD/Windows 11 Home) 13-BE2056AU T...,Hp,64391,80314,19,4.3,"AMD Ryzen 5 Hexa Core Processor
16 GB LPDDR5 RAM
Windows 11 Operating System
512 GB SSD
33.78 cm (13.3 Inch) Display
1 Year Onsite Warranty",219,26,https://www.flipkart.com/hp-pavilion-aero-2023-amd-ryzen-5-hexa-core-7535u-16-gb-512-gb-ssd-windows-11-home-13-be2056au-thin-light-laptop/p/itm1d02741b7e06e
444,MSI Modern 15 Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B13M-288IN T...,Msi,65990,87990,25,4.3,"Intel Core i7 Processor (13th Gen)
16 GB DDR4 RAM
Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 Inch) Display
1 Year Carry-in Warranty",31,4,https://www.flipkart.com/msi-modern-15-intel-core-i7-13th-gen-1355u-16-gb-512-gb-ssd-windows-11-home-b13m-288in-thin-light-laptop/p/itm5d394e6d42697
445,Acer Nitro 5 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,Acer,68990,96999,28,4.3,"Intel Core i5 Processor (12th Gen)
8 GB DDR4 RAM
64 bit Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 inch) Display
Acer Care Center, Acer Product Registration, NitroSense
1 Year International Travelers Warranty (ITW)",583,61,https://www.flipkart.com/acer-nitro-5-intel-core-i5-12th-gen-12450h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-an515-58-59jp-gaming-laptop/p/itm16655451d92a2
446,"ASUS Vivobook 14X OLED (2023) For Creator, Intel H-Series Intel Core i5 13th Gen 13500H - (16 GB/512 G...",Asus,79990,110990,27,4.2,"Intel Core i5 Processor (13th Gen)
16 GB DDR4 RAM
Windows 11 Operating System
512 GB SSD
35.56 cm (14 Inch) Display
1 Year Onsite Warranty",116,15,https://www.flipkart.com/asus-vivobook-14x-oled-2023-creator-intel-h-series-core-i5-13th-gen-13500h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-90-hz-50-tgp-k3405vfb-km541ws-gaming-laptop/p/itmd4ef8bf3b9143
447,HP Pavilion x360 Intel Core i5 13th Gen 1335U - (16 GB/1 TB SSD/Windows 11 Home) 14-ek1010TU 2 in 1 La...,Hp,78500,92500,15,4.3,"Intel Core i5 Processor (13th Gen)
16 GB DDR4 RAM
64 bit Windows 11 Operating System
1 TB SSD
35.56 cm (14 Inch) Touchscreen Display
1 Year Onsite Warranty",171,22,https://www.flipkart.com/hp-pavilion-x360-intel-core-i5-13th-gen-1335u-16-gb-1-tb-ssd-windows-11-home-14-ek1010tu-2-1-laptop/p/itm21fc353b17eed
448,HP Pavilion x360 Intel Core i5 13th Gen 1335U - (16 GB/1 TB SSD/Windows 11 Home) 14-ek1009TU 2 in 1 La...,Hp,77490,91746,15,4.4,"Intel Core i5 Processor (13th Gen)
16 GB DDR4 RAM
64 bit Windows 11 Operating System
1 TB SSD
35.56 cm (14 Inch) Touchscreen Display
1 Year Onsite Warranty",51,5,https://www.flipkart.com/hp-pavilion-x360-intel-core-i5-13th-gen-1335u-16-gb-1-tb-ssd-windows-11-home-14-ek1009tu-2-1-laptop/p/itmfc3d2bcd0bd9f
449,"ASUS Zenbook S 13 OLED (2023) 1 cm Thin & 1 kg Light, Intel EVO Intel Core i7 13th Gen 1335U - (16 GB/...",Asus,149990,182990,18,,"Intel Core i7 Processor (13th Gen)
16 GB LPDDR5 RAM
Windows 11 Operating System
1 TB SSD
33.78 cm (13.3 Inch) Display
1 Year Onsite Warranty",,,https://www.flipkart.com/asus-zenbook-s-13-oled-2023-1-cm-thin-kg-light-intel-evo-core-i7-13th-gen-1335u-16-gb-1-tb-ssd-windows-11-home-ux5304va-nq762ws-light-laptop/p/itma4b9bfcb33402
450,HP Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 14s - dy5008TU Thin and Light Lapt...,Hp,38099,49509,23,4,"Intel Core i3 Processor (12th Gen)
8 GB DDR4 RAM
64 bit Windows 11 Operating System
512 GB SSD
35.56 cm (14 Inch) Display
1 Year Onsite Warranty",5,1,https://www.flipkart.com/hp-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-14s-dy5008tu-thin-light-laptop/p/itm9643034ac6cf7
451,HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,Hp,61990,84763,26,4.1,"Intel Core i5 Processor (12th Gen)
16 GB DDR4 RAM
Windows 11 Operating System
512 GB SSD
40.89 cm (16.1 inch) Display
1 Year Onsite warranty",91,2,https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15-fa1099tx-gaming-laptop/p/itm80717c7959049
452,HP Victus AMD Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX ...,Hp,50999,68900,25,3.9,"AMD Ryzen 5 Hexa Core Processor
16 GB DDR4 RAM
Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 Inch) Display
1 Year Onsite Warranty",31,3,https://www.flipkart.com/hp-victus-amd-ryzen-5-hexa-core-5600h-16-gb-512-gb-ssd-windows-11-home-4-graphics-amd-radeon-rx-6500m-15-fb0150ax-gaming-laptop/p/itm12155252a3140
453,Lenovo IdeaPad 3 Intel Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 10 Home) 15ITL6/ 15ITL...,Lenovo,35000,55000,36,4.4,"Intel Core i3 Processor (11th Gen)
8 GB DDR4 RAM
64 bit Windows 10 Operating System
512 GB SSD
39.62 cm (15.6 inch) Display
Office Home and Student 2019 included
2 Years Warranty",322,40,https://www.flipkart.com/lenovo-ideapad-3-intel-core-i3-11th-gen-1115g4-8-gb-512-gb-ssd-windows-10-home-15itl6-15itl6-ub-thin-light-laptop/p/itm287a3ddfb5a5d
454,WINGS Nuvobook Pro Aluminium Alloy Metal Body Intel Intel Core i7 11th Gen 1165G7 - (16 GB/512 GB SSD/...,Wings,59990,89999,33,4.2,"Intel Core i7 Processor (11th Gen)
16 GB DDR4 RAM
Windows 11 Operating System
512 GB SSD
35.56 cm (14 Inch) Display
1 Year Onsite Warranty",99,22,https://www.flipkart.com/wings-nuvobook-pro-aluminium-alloy-metal-body-intel-core-i7-11th-gen-1165g7-16-gb-512-gb-ssd-windows-11-home-wl-nuvobook-pro-blu-thin-light-laptop/p/itm36ad4d77cae96
455,DELL AMD Ryzen 5 Quad Core - (8 GB/512 GB SSD/Windows 11 Home) D585059WIN8 Thin and Light Laptop,Dell,42990,63973,32,3.3,"AMD Ryzen 5 Quad Core Processor
8 GB DDR4 RAM
Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 inch) Display
1 Year Onsite Warranty",4,0,https://www.flipkart.com/dell-amd-ryzen-5-quad-core-8-gb-512-gb-ssd-windows-11-home-d585059win8-thin-light-laptop/p/itmb13ee1a04d013
456,Acer Predator Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,Acer,159990,171999,6,4.6,"Intel Core i9 Processor (13th Gen)
16 GB DDR5 RAM
Windows 11 Operating System
1 TB SSD
40.64 cm (16 Inch) Display
1 Year International Travelers Warranty (ITW)",16,3,https://www.flipkart.com/acer-predator-intel-core-i9-13th-gen-13900hx-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4060-phn16-71-939l-gaming-laptop/p/itm27b179e347f51
457,HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,Hp,70990,86343,17,,"Intel Core i5 Processor (12th Gen)
16 GB DDR4 RAM
Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 Inch) Display
1 Year Onsite Warranty",,,https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15-fa0666tx-gaming-laptop/p/itmf9bd200d4725a
458,HP Victus AMD Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,Hp,51990,69082,24,4.3,"AMD Ryzen 5 Hexa Core Processor
8 GB DDR5 RAM
Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 Inch) Display
1 Year Onsite Warranty",255,28,https://www.flipkart.com/hp-victus-amd-ryzen-5-hexa-core-7535hs-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15-fb1015ax-gaming-laptop/p/itmd066032884963
459,MSI GF63 Intel Core i5 11th Gen 11400H - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVIDI...,Msi,55990,80990,30,4.2,"Intel Core i5 Processor (11th Gen)
8 GB DDR4 RAM
Windows 11 Operating System
1 TB HDD|256 GB SSD
39.62 cm (15.6 Inch) Display
2 Year Carry-in Warranty",88,8,https://www.flipkart.com/msi-gf63-intel-core-i5-11th-gen-11400h-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-thin-11uc-1297in-gaming-laptop/p/itm52d6e6d85a31d
460,"ASUS Vivobook 16X (2023) For Creator, Intel H-Series Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD...",Asus,67990,98990,31,4.2,"Intel Core i5 Processor (12th Gen)
16 GB DDR4 RAM
Windows 11 Operating System
512 GB SSD
40.64 cm (16 Inch) Display
1 Year Onsite Warranty",606,53,https://www.flipkart.com/asus-vivobook-16x-2023-creator-intel-h-series-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-60-hz-50-tgp-k3605zc-mbn541ws-gaming-laptop/p/itmbe4f3a5e6d4c9
461,SAMSUNG Galaxy Book4 Pro Evo Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home) NP940XGK-KG3 T...,Samsung,171990,197789,13,,"Intel Core Ultra 7 Processor
32 GB LPDDR5X RAM
64 bit Windows 11 Operating System
1 TB SSD
35.56 cm (14 inch) Touchscreen Display
MS Office Home and Student 2021
1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories",,,https://www.flipkart.com/samsung-galaxy-book4-pro-evo-intel-core-ultra-7-155h-32-gb-1-tb-ssd-windows-11-home-np940xgk-kg3-thin-light-laptop/p/itm5c66c0ff47b0d
462,HP Victus AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX 6...,Hp,48990,63628,23,4.3,"AMD Ryzen 5 Hexa Core Processor
8 GB DDR4 RAM
Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 Inch) Display
1 Year Onsite Warranty",874,84,https://www.flipkart.com/hp-victus-amd-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-amd-radeon-rx-6500m-60-hz-15-fb0147ax-gaming-laptop/p/itm236b5aaa84afc
463,Lenovo IdeaPad 3 Intel Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 82H803HRIN Laptop,Lenovo,58700,78790,25,4.5,"Intel Core i7 Processor (11th Gen)
16 GB DDR4 RAM
64 bit Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 inch) Display
Windows 11, Microsoft Office
1-year warranty",6,0,https://www.flipkart.com/lenovo-ideapad-3-intel-core-i7-11th-gen-16-gb-512-gb-ssd-windows-11-home-82h803hrin-laptop/p/itm9daebed5a0743
464,Lenovo Legion 5 Pro AMD Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,Lenovo,104990,195890,46,4.4,"AMD Ryzen 7 Octa Core Processor
16 GB DDR4 RAM
64 bit Windows 11 Operating System
1 TB SSD
40.64 cm (16 inch) Display
Microsoft Office Home & Student 2019
3 Years Onsite�Warranty�+ 3 Years Legion Ultimate Support + 1 Year Accidental Damage Protection",66,7,https://www.flipkart.com/lenovo-legion-5-pro-amd-ryzen-7-octa-core-5800h-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-82jq00jcin-82jq0062in-82jq011fin-gaming-laptop/p/itm71ab8a1de490a
465,Acer Nitro V Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,Acer,73990,87999,15,,"Intel Core i5 Processor (13th Gen)
16 GB DDR5 RAM
64 bit Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 Inch) Display
1 Year International Travelers Warranty (ITW)",,,https://www.flipkart.com/acer-nitro-v-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-anv15-51-gaming-laptop/p/itmc63970c5f14b3
466,ASUS AMD Ryzen 7 Octa Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce R...,Asus,73990,99500,25,,"AMD Ryzen 7 Octa Core Processor (10th Gen)
16 GB DDR4 RAM
Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 inch) Display
1 Year Warranty",,,https://www.flipkart.com/asus-amd-ryzen-7-octa-core-10th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-nvidia-rtx-3050-4gb-gddr6-m6500qc-lk742ws-creator-laptop/p/itme7868c375843f
467,HP Pavilion Intel Core i5 13th Gen 1335U - (16 GB/1 TB SSD/Windows 11 Home) 15-eg3018TU Thin and Light...,Hp,72490,87095,16,4.3,"Intel Core i5 Processor (13th Gen)
16 GB DDR4 RAM
Windows 11 Operating System
1 TB SSD
39.62 cm (15.6 Inch) Display
1 Year Onsite Warranty",294,21,https://www.flipkart.com/hp-pavilion-intel-core-i5-13th-gen-1335u-16-gb-1-tb-ssd-windows-11-home-15-eg3018tu-thin-light-laptop/p/itma2cd39eea5796
468,MSI Bravo 15 AMD Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon ...,Msi,49990,67990,26,4.1,"AMD Ryzen 5 Hexa Core Processor
8 GB DDR5 RAM
Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 inch) Display
1 Year Carry-in Warranty",74,15,https://www.flipkart.com/msi-bravo-15-amd-ryzen-5-hexa-core-7535hs-8-gb-512-gb-ssd-windows-11-home-4-graphics-amd-radeon-rx6550m-144-hz-b7ed-012in-gaming-laptop/p/itmc0df4058dba89
469,MSI GF63 Intel Core i7 11th Gen 11800H - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVID...,Msi,57990,81990,29,4.3,"Intel Core i7 Processor (11th Gen)
16 GB DDR4 RAM
Windows 11 Operating System
1 TB HDD|256 GB SSD
39.62 cm (15.6 Inch) Display
2 Year Carry-in Warranty",453,44,https://www.flipkart.com/msi-gf63-intel-core-i7-11th-gen-11800h-16-gb-1-tb-hdd-256-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-60-hz-thin-11sc-1298in-gaming-laptop/p/itmaae8f004c8e86
470,HP 15s (2023) Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0024TU Thin and L...,Hp,78490,91141,13,4.3,"Intel Core i7 Processor (13th Gen)
16 GB DDR4 RAM
64 bit Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 Inch) Display
1 Year Onsite Warranty",172,18,https://www.flipkart.com/hp-15s-2023-intel-core-i7-13th-gen-1360p-16-gb-512-gb-ssd-windows-11-home-15-fd0024tu-thin-light-laptop/p/itm707add2b3f479
471,HP Pavilion x360 Intel Core i5 13th Gen 1335U - (16 GB/1 TB SSD/Windows 11 Home) 14-ek1009TU 2 in 1 La...,Hp,77490,91746,15,4.4,"Intel Core i5 Processor (13th Gen)
16 GB DDR4 RAM
64 bit Windows 11 Operating System
1 TB SSD
35.56 cm (14 Inch) Touchscreen Display
1 Year Onsite Warranty",51,5,https://www.flipkart.com/hp-pavilion-x360-intel-core-i5-13th-gen-1335u-16-gb-1-tb-ssd-windows-11-home-14-ek1009tu-2-1-laptop/p/itmfc3d2bcd0bd9f
472,SAMSUNG Galaxy Book4 Pro 360 Evo Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) NP960QGK-K...,Samsung,179990,206989,13,,"Intel Core Ultra 7 Processor
16 GB LPDDR5X RAM
64 bit Windows 11 Operating System
1 TB SSD
40.64 cm (16 inch) Touchscreen Display
MS Office Home and Student 2021
1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories",,,https://www.flipkart.com/samsung-galaxy-book4-pro-360-evo-intel-core-ultra-7-155h-16-gb-1-tb-ssd-windows-11-home-np960qgk-kg2-2-1-laptop/p/itmd96213edabd07
473,CHUWI Intel Celeron Dual Core 10th Gen N4020 - (4 GB/128 GB SSD/Windows 11 Home) HeroBook Air Laptop,Chuwi,14990,34990,57,3.6,"Fan-less Design
(Low Power Consumption)
4x faster than eMMC
M.2 port for easy DIY upgrades
LPDDR4 4GB RAM
Intel 9th generation UHD Graphics
Support 4K/60 Frames HD
Intel Celeron Dual Core Processor (10th Gen)
4 GB LPDDR4 RAM
64 bit Windows 11 Operating System
128 GB SSD
29.46 cm (11.6 inch) Display
Operating System Software
1 Year Onsite Warranty",33,6,https://www.flipkart.com/chuwi-intel-celeron-dual-core-10th-gen-n4020-4-gb-128-gb-ssd-windows-11-home-herobook-air-laptop/p/itmc48d96e4f2fce
474,HP Intel Core i3 11th Gen 1115G4 - (8 GB/512 GB SSD/Windows 10 Home) 15s-FR2006TU Thin and Light Lapto...,Hp,36249,50499,28,4.3,"Intel Core i3 Processor (11th Gen)
8 GB DDR4 RAM
64 bit Windows 10 Operating System
512 GB SSD
39.62 cm (15.6 inch) Display
Microsoft Office Home & Student 2019, HP Documentation, HP BIOS Recovery
1 Year Domestic Brand Warranty on Device",1666,219,https://www.flipkart.com/hp-intel-core-i3-11th-gen-1115g4-8-gb-512-gb-ssd-windows-10-home-15s-fr2006tu-thin-light-laptop/p/itm169671aff88a4
475,DELL Vostro Intel Core i3 11th Gen 1115G4 - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3510 Thi...,Dell,36990,59780,38,4.2,"Processor: Intel i3-1115G4 (Base- 1.7 GHz & Turbo up to 4.10 GHz) 2 Cores
RAM & Storage: 8GB DDR4 & 1TB HDD + 256GB SSD
Graphics & Keyboard: Integrated & Standard Keyboard
Display: 15.6"" FHD WVA AG Narrow Border
Intel Core i3 Processor (11th Gen)
8 GB DDR4 RAM
Windows 11 Operating System
1 TB HDD|256 GB SSD
39.62 cm (15.6 Inch) Display
1 Year Onsite Hardware Service",971,65,https://www.flipkart.com/dell-vostro-intel-core-i3-11th-gen-1115g4-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3510-thin-light-laptop/p/itmb5ec4a0058146
476,HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s- fr5011TU Thin and Light Lapt...,Hp,54990,71641,23,4,"Intel Core i5 Processor (12th Gen)
16 GB DDR4 RAM
64 bit Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 inch) Display
Microsoft Office Home & Student 2021
1 Year Onsite Warranty",51,3,https://www.flipkart.com/hp-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-15s-fr5011tu-thin-light-laptop/p/itmb222f6dd55b38
477,Lenovo IdeaPad 3 Chromebook Intel Celeron Dual Core N4020 - (4 GB/64 GB EMMC Storage/Chrome OS) ideapa...,Lenovo,16999,25710,33,3.5,"Intel Celeron Dual Core Processor
4 GB LPDDR4 RAM
Chrome Operating System
29.46 cm (11.6 Inch) Display
1 Year Onsite�Warranty",2368,238,https://www.flipkart.com/lenovo-ideapad-3-chromebook-intel-celeron-dual-core-n4020-4-gb-64-gb-emmc-storage-chrome-os-cb-11igl05-2/p/itmd462d33eff5ef
478,HP Victus AMD Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX ...,Hp,50999,68900,25,3.9,"AMD Ryzen 5 Hexa Core Processor
16 GB DDR4 RAM
Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 Inch) Display
1 Year Onsite Warranty",31,3,https://www.flipkart.com/hp-victus-amd-ryzen-5-hexa-core-5600h-16-gb-512-gb-ssd-windows-11-home-4-graphics-amd-radeon-rx-6500m-15-fb0150ax-gaming-laptop/p/itm12155252a3140
479,ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ521WS Thin...,Asus,47990,69990,31,4.2,"Intel Core i5 Processor (12th Gen)
8 GB DDR4 RAM
Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 Inch) Display
1 Year Onsite Warranty",21,2,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj521ws-thin-light-laptop/p/itmfee59c6fc485f
480,HP Spectre x360 Intel Core Ultra 7 155H - (32 GB/2 TB SSD/Windows 11 Home) aa0665TU 2 in 1 Laptop,Hp,176490,202340,12,,"Intel Core Ultra 7 Processor
32 GB LPDDR5X RAM
Windows 11 Operating System
2 TB SSD
40.64 cm (16 inch) Touchscreen Display
1 Year Onsite Warranty",,,https://www.flipkart.com/hp-spectre-x360-intel-core-ultra-7-155h-32-gb-2-tb-ssd-windows-11-home-aa0665tu-2-1-laptop/p/itm9477a3380a735
481,HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,Hp,70990,86343,17,,"Intel Core i5 Processor (12th Gen)
16 GB DDR4 RAM
Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 Inch) Display
1 Year Onsite Warranty",,,https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15-fa0666tx-gaming-laptop/p/itmf9bd200d4725a
482,HP Victus AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX 6...,Hp,48990,63628,23,4.3,"AMD Ryzen 5 Hexa Core Processor
8 GB DDR4 RAM
Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 Inch) Display
1 Year Onsite Warranty",874,84,https://www.flipkart.com/hp-victus-amd-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-amd-radeon-rx-6500m-60-hz-15-fb0147ax-gaming-laptop/p/itm236b5aaa84afc
483,ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery AMD Ryzen 9 Octa Core 6900HX - (...,Asus,361990,431990,16,,"AMD Ryzen 9 Octa Core Processor
32 GB DDR5 RAM
64 bit Windows 11 Operating System
2 TB SSD
40.64 cm (16 Inch) Display
1 Year Onsite Warranty",,,https://www.flipkart.com/asus-rog-zephyrus-duo-16-2022-dual-screen-laptop-90whr-battery-amd-ryzen-9-octa-core-6900hx-32-gb-2-tb-ssd-windows-11-home-16-gb-graphics-nvidia-geforce-rtx-3080-ti-gx650rxz-ls228ws-gaming/p/itm5e961e645311e
484,Lenovo ThinkBook 15 AMD Ryzen 3 Hexa Core 7330U - (8 GB/512 GB SSD/Windows 11 Pro) TB15 G3 ACL Thin an...,Lenovo,33770,55990,39,4.3,"AMD Ryzen 3 Hexa Core Processor
8 GB DDR4 RAM
64 bit Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 Inch) Display
1 Year Onsite Warranty",973,114,https://www.flipkart.com/lenovo-thinkbook-15-amd-ryzen-3-hexa-core-7330u-8-gb-512-gb-ssd-windows-11-pro-tb15-g3-acl-thin-light-laptop/p/itm580619aff0de1
485,Lenovo ThinkPad E14 Intel Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) TP E14 Gen...,Lenovo,64149,113400,43,4.1,"Intel Core i5 Processor (12th Gen)
16 GB DDR4 RAM
Windows 11 Operating System
512 GB SSD
35.56 cm (14 Inch) Display
1 Year Onsite Warranty",28,6,https://www.flipkart.com/lenovo-thinkpad-e14-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-tp-4-thin-light-laptop/p/itma8ccdb4b27853
486,HP Envy (2023) Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) 15-ew00...,Hp,102990,118032,12,,"Intel Core i5 Processor (12th Gen)
16 GB DDR4 RAM
64 bit Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 Inch) Touchscreen Display
1 Year Onsite Warranty",,,https://www.flipkart.com/hp-envy-2023-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-4-graphics-15-ew0021tx-2-1-laptop/p/itme53aea7c902d0
487,HP Pavilion Intel Core i5 13th Gen 1335U - (16 GB/1 TB SSD/Windows 11 Home) 15-eg3018TU Thin and Light...,Hp,72490,87095,16,4.3,"Intel Core i5 Processor (13th Gen)
16 GB DDR4 RAM
Windows 11 Operating System
1 TB SSD
39.62 cm (15.6 Inch) Display
1 Year Onsite Warranty",294,21,https://www.flipkart.com/hp-pavilion-intel-core-i5-13th-gen-1335u-16-gb-1-tb-ssd-windows-11-home-15-eg3018tu-thin-light-laptop/p/itma2cd39eea5796
488,MSI Bravo 15 AMD Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon ...,Msi,49990,67990,26,4.1,"AMD Ryzen 5 Hexa Core Processor
8 GB DDR5 RAM
Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 inch) Display
1 Year Carry-in Warranty",74,15,https://www.flipkart.com/msi-bravo-15-amd-ryzen-5-hexa-core-7535hs-8-gb-512-gb-ssd-windows-11-home-4-graphics-amd-radeon-rx6550m-144-hz-b7ed-012in-gaming-laptop/p/itmc0df4058dba89
